C:\Users\Test\AppData\Local\Programs\Python\Python39\python.exe "C:/Users/Test/Documents/School/2021-H/IDATT2502/Course Work/Project/src/kautenja/jordi/dqn_train.py"
Episode 278 : 406   / 798788    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 279 : 664   / 799452    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 280 : 706   / 800158    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 281 : 1731  / 801889    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 282 : 342   / 802231    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 283 : 596   / 802827    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 284 : 566   / 803393    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 285 : 829   / 804222    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 286 : 803   / 805025    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 287 : 1322  / 806347    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 288 : 3430  / 809777    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 289 : 2758  / 812535    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 290 : 2233  / 814768    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 291 : 4265  / 819033    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 292 : 5508  / 824541    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 293 : 3927  / 828468    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 294 : 3156  / 831624    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 295 : 3717  / 835341    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 296 : 4378  / 839719    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 297 : 2113  / 841832    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 298 : 397   / 842229    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 299 : 586   / 842815    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 300 : 542   / 843357    , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 301 : 3299  / 846656    , ended with 1000.0, mean reward 10.0    , (epsilon 0.02              )
Episode 302 : 4551  / 851207    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 303 : 3746  / 854953    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 304 : 2530  / 857483    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 305 : 5569  / 863052    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 306 : 2542  / 865594    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 307 : 2266  / 867860    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 308 : 2080  / 869940    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 309 : 3880  / 873820    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 310 : 3336  / 877156    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 311 : 5150  / 882306    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 312 : 3457  / 885763    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 313 : 749   / 886512    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 314 : 889   / 887401    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 315 : 658   / 888059    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 316 : 953   / 889012    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 317 : 1039  / 890051    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 318 : 1740  / 891791    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 319 : 1727  / 893518    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 320 : 3614  / 897132    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 321 : 1856  / 898988    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 322 : 6050  / 905038    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 323 : 5378  / 910416    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 324 : 3169  / 913585    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 325 : 2956  / 916541    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 326 : 3695  / 920236    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 327 : 4421  / 924657    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 328 : 2113  / 926770    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 329 : 2316  / 929086    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 330 : 2552  / 931638    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 331 : 2214  / 933852    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 332 : 1573  / 935425    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 333 : 862   / 936287    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 334 : 708   / 936995    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 335 : 1125  / 938120    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 336 : 2262  / 940382    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 337 : 1048  / 941430    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 338 : 2202  / 943632    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 339 : 1580  / 945212    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 340 : 1630  / 946842    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 341 : 1995  / 948837    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 342 : 1496  / 950333    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 343 : 2059  / 952392    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 344 : 2296  / 954688    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 345 : 3201  / 957889    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 346 : 1991  / 959880    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 347 : 2003  / 961883    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 348 : 2725  / 964608    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 349 : 2297  / 966905    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 350 : 2419  / 969324    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 351 : 1170  / 970494    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 352 : 1595  / 972089    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 353 : 1591  / 973680    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 354 : 3174  / 976854    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 355 : 1699  / 978553    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 356 : 1520  / 980073    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 357 : 3997  / 984070    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 358 : 1274  / 985344    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 359 : 1698  / 987042    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 360 : 2121  / 989163    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 361 : 1526  / 990689    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 362 : 1833  / 992522    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 363 : 2181  / 994703    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 364 : 3193  / 997896    , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 365 : 2820  / 1000716   , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 366 : 3276  / 1003992   , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 367 : 1634  / 1005626   , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 368 : 3150  / 1008776   , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 369 : 5827  / 1014603   , ended with 1000.0, mean reward 20.0    , (epsilon 0.02              )
Episode 370 : 2893  / 1017496   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 371 : 5287  / 1022783   , ended with 1000.0, mean reward 30.0    , (epsilon 0.02              )
Episode 372 : 1654  / 1024437   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 373 : 4535  / 1028972   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 374 : 3268  / 1032240   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 375 : 2619  / 1034859   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 376 : 1594  / 1036453   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 377 : 1757  / 1038210   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 378 : 779   / 1038989   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 379 : 2697  / 1041686   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 380 : 2012  / 1043698   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 381 : 585   / 1044283   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 382 : 1371  / 1045654   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 383 : 1146  / 1046800   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 384 : 1701  / 1048501   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 385 : 2515  / 1051016   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 386 : 2021  / 1053037   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 387 : 1592  / 1054629   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 388 : 1934  / 1056563   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 389 : 2110  / 1058673   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 390 : 4830  / 1063503   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 391 : 3282  / 1066785   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 392 : 2381  / 1069166   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 393 : 1867  / 1071033   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 394 : 1411  / 1072444   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 395 : 4368  / 1076812   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 396 : 3338  / 1080150   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 397 : 2381  / 1082531   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 398 : 3975  / 1086506   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 399 : 3866  / 1090372   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 400 : 4202  / 1094574   , ended with 0.0  , mean reward 30.0    , (epsilon 0.02              )
Episode 401 : 3305  / 1097879   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 402 : 2268  / 1100147   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 403 : 4735  / 1104882   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 404 : 3423  / 1108305   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 405 : 1929  / 1110234   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 406 : 3522  / 1113756   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 407 : 2955  / 1116711   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 408 : 2466  / 1119177   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 409 : 2409  / 1121586   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 410 : 2399  / 1123985   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 411 : 2685  / 1126670   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 412 : 3799  / 1130469   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 413 : 4925  / 1135394   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 414 : 3832  / 1139226   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 415 : 2034  / 1141260   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 416 : 2151  / 1143411   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 417 : 4606  / 1148017   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 418 : 4312  / 1152329   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 419 : 2368  / 1154697   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 420 : 5388  / 1160085   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 421 : 5068  / 1165153   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 422 : 5596  / 1170749   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 423 : 5657  / 1176406   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 424 : 1923  / 1178329   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 425 : 2713  / 1181042   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 426 : 1972  / 1183014   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 427 : 2432  / 1185446   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 428 : 4560  / 1190006   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 429 : 3679  / 1193685   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 430 : 4335  / 1198020   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 431 : 2633  / 1200653   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 432 : 4594  / 1205247   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 433 : 4816  / 1210063   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 434 : 4565  / 1214628   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 435 : 5490  / 1220118   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 436 : 5817  / 1225935   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 437 : 2258  / 1228193   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 438 : 3808  / 1232001   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 439 : 4596  / 1236597   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 440 : 2328  / 1238925   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 441 : 4044  / 1242969   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 442 : 3497  / 1246466   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 443 : 6132  / 1252598   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 444 : 4200  / 1256798   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 445 : 4431  / 1261229   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 446 : 3652  / 1264881   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 447 : 3455  / 1268336   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 448 : 2266  / 1270602   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 449 : 2280  / 1272882   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 450 : 5066  / 1277948   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 451 : 2303  / 1280251   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 452 : 4051  / 1284302   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 453 : 5068  / 1289370   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 454 : 2647  / 1292017   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 455 : 3665  / 1295682   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 456 : 3418  / 1299100   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 457 : 3369  / 1302469   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 458 : 3807  / 1306276   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 459 : 3180  / 1309456   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 460 : 3298  / 1312754   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 461 : 2104  / 1314858   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 462 : 809   / 1315667   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 463 : 1119  / 1316786   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 464 : 598   / 1317384   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 465 : 1436  / 1318820   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 466 : 1997  / 1320817   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 467 : 993   / 1321810   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 468 : 1101  / 1322911   , ended with 0.0  , mean reward 20.0    , (epsilon 0.02              )
Episode 469 : 1020  / 1323931   , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 470 : 4128  / 1328059   , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 471 : 3692  / 1331751   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 472 : 1752  / 1333503   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 473 : 2737  / 1336240   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 474 : 3571  / 1339811   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 475 : 3311  / 1343122   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 476 : 3217  / 1346339   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 477 : 2639  / 1348978   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 478 : 3130  / 1352108   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 479 : 1732  / 1353840   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 480 : 744   / 1354584   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 481 : 682   / 1355266   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 482 : 3409  / 1358675   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 483 : 1050  / 1359725   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 484 : 2180  / 1361905   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 485 : 2388  / 1364293   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 486 : 5015  / 1369308   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 487 : 4100  / 1373408   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 488 : 3234  / 1376642   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 489 : 6213  / 1382855   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 490 : 5886  / 1388741   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 491 : 5161  / 1393902   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 492 : 3873  / 1397775   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 493 : 3501  / 1401276   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 494 : 1765  / 1403041   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 495 : 2182  / 1405223   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 496 : 1211  / 1406434   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 497 : 1347  / 1407781   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 498 : 428   / 1408209   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 499 : 3058  / 1411267   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 500 : 747   / 1412014   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 501 : 2529  / 1414543   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 502 : 4125  / 1418668   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 503 : 3652  / 1422320   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 504 : 1488  / 1423808   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 505 : 1877  / 1425685   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 506 : 2226  / 1427911   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 507 : 1922  / 1429833   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 508 : 3159  / 1432992   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 509 : 2482  / 1435474   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 510 : 4318  / 1439792   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 511 : 4322  / 1444114   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 512 : 4534  / 1448648   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 513 : 6197  / 1454845   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 514 : 4830  / 1459675   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 515 : 2371  / 1462046   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 516 : 4318  / 1466364   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 517 : 4084  / 1470448   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 518 : 4079  / 1474527   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 519 : 3402  / 1477929   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 520 : 2787  / 1480716   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 521 : 3812  / 1484528   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 522 : 1372  / 1485900   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 523 : 909   / 1486809   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 524 : 2292  / 1489101   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 525 : 5409  / 1494510   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 526 : 569   / 1495079   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 527 : 2791  / 1497870   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 528 : 2262  / 1500132   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 529 : 5761  / 1505893   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 530 : 4296  / 1510189   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 531 : 1675  / 1511864   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 532 : 2618  / 1514482   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 533 : 3498  / 1517980   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 534 : 4645  / 1522625   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 535 : 4370  / 1526995   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 536 : 2966  / 1529961   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 537 : 3649  / 1533610   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 538 : 3554  / 1537164   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 539 : 4607  / 1541771   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 540 : 3735  / 1545506   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 541 : 4320  / 1549826   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 542 : 5052  / 1554878   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 543 : 1991  / 1556869   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 544 : 2690  / 1559559   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 545 : 3399  / 1562958   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 546 : 4020  / 1566978   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 547 : 5765  / 1572743   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 548 : 4477  / 1577220   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 549 : 4222  / 1581442   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 550 : 5288  / 1586730   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 551 : 2440  / 1589170   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 552 : 4154  / 1593324   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 553 : 4187  / 1597511   , ended with 0.0  , mean reward 0.0     , (epsilon 0.02              )
Episode 554 : 6040  / 1603551   , ended with 1000.0, mean reward 10.0    , (epsilon 0.02              )
Episode 555 : 3983  / 1607534   , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 556 : 5133  / 1612667   , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 557 : 4685  / 1617352   , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
Episode 558 : 3769  / 1621121   , ended with 0.0  , mean reward 10.0    , (epsilon 0.02              )
